instance,variant,seed,seconds_budget,seconds_used,wallclock,NP,V_best,f_best,placed_best,H_max,D_max,n_evals,evals_per_sec,trial
syn_000,H0,1618,30.0,30.828400373458862,30.828668355941772,60,0.9373122024326637,0.9373207139025471,21,99.69067659223109,99.16233506485959,31,1.0055662838312192,0
syn_000,A1,1635,30.0,30.621909856796265,97.53523468971252,60,0.7870439818059511,0.78706648463188,49,99.90295418270598,99.81445292348009,90,2.93907207032109,0
syn_000,A2,1649,30.0,30.50423502922058,101.23669862747192,60,0.7643285420074141,0.7643545560429732,56,98.73048377563495,99.86596031197489,85,2.786498331086713,0
syn_000,A3,1665,30.0,30.048205375671387,92.3826093673706,60,0.7526257429012677,0.7526492498031212,51,99.59090173660073,99.71891291847058,88,2.92862748040352,0
syn_000,RS,1679,30.0,35.21631598472595,35.21659231185913,60,0.7440895575510549,0.7441150609146249,55,99.7331471124278,99.93049588748104,32,0.9086697204182023,0
syn_000,PSO,1618,30.0,64.38746094703674,64.38771772384644,60,0.781670895389497,0.7816883976089654,39,99.87105104199813,99.90700211590627,61,0.9473894311530133,0
syn_000,GA,1697,30.0,62.930076360702515,62.93036413192749,60,0.7648438027448964,0.7648668077180413,50,99.64516378881393,99.85752173260356,60,0.9534391736010631,0
syn_000,SA,1715,30.0,30.553505182266235,30.55385994911194,60,0.7170047023274331,0.7170277169010765,50,99.27028413655478,99.27235152264385,24,0.7855072554467499,0
syn_000,H0,101618,30.0,31.00870966911316,31.008992195129395,60,0.8925770134756459,0.8925850172103593,20,99.95893355149887,99.66759509551727,29,0.9352211139854693,1
syn_000,A1,101635,30.0,30.401373386383057,103.17693376541138,60,0.7855291174110798,0.7855521216142937,50,99.61536932145732,99.96430929620112,85,2.7959263195021307,1
syn_000,A2,101649,30.0,31.27534818649292,104.06863737106323,60,0.7583776763823856,0.7584026816962975,54,99.86226263897684,99.60634617318803,86,2.749769546519113,1
syn_000,A3,101665,30.0,31.111308097839355,109.82029104232788,60,0.7474837242084501,0.7475117395111436,60,98.81902549284396,99.65070514895137,85,2.732125558099023,1
syn_000,RS,101679,30.0,34.473870277404785,34.47424674034119,60,0.7851327537737152,0.7851557541337784,50,99.99044603971093,99.97354763888677,32,0.9282392647678368,1
syn_000,PSO,101618,30.0,77.01069736480713,77.01100730895996,60,0.7703095387410923,0.770334040312227,53,99.88731683024417,99.95556970717823,61,0.7920977485898757,1
syn_000,GA,101697,30.0,68.28502154350281,68.28533291816711,60,0.7396643351339124,0.739689340871664,54,99.99612179190349,99.43010303985916,60,0.8786700017627641,1
syn_000,SA,101715,30.0,30.5347683429718,30.535051345825195,60,0.7305068671462417,0.7305363751774134,63,99.69321965041874,99.50366318022225,17,0.556742393099337,1
syn_000,H0,201618,30.0,30.809696435928345,30.80998158454895,60,0.8371415391437532,0.8371510434915628,23,99.88598307642745,99.67923597767762,27,0.8763474854790937,2
syn_000,A1,201635,30.0,30.76808214187622,103.18845319747925,60,0.7922279761744143,0.7922529844410644,54,99.36482968822668,99.80850530354266,85,2.762603129049523,2
syn_000,A2,201649,30.0,31.430891275405884,98.08159732818604,60,0.7802219567367441,0.7802459653190866,52,99.22757463766153,99.91419110891637,88,2.799793337990973,2
syn_000,A3,201665,30.0,31.637362003326416,98.42846059799194,60,0.7501715014720054,0.7501955021180822,52,99.97944545250104,99.95594686897122,87,2.749913219403459,2
syn_000,RS,201679,30.0,35.04939842224121,35.049745321273804,60,0.7518894963872267,0.7519160008934662,57,99.69443315166706,99.85494289263468,32,0.9129971252143899,2
syn_000,PSO,201618,30.0,69.73611044883728,69.73647260665894,60,0.7423623657365245,0.742392868894419,65,99.81069108096654,99.87351946100361,61,0.8747261584764376,2
syn_000,GA,201697,30.0,67.6005289554596,67.60091972351074,60,0.7605195470388763,0.7605405494127977,46,99.91563675233009,99.84697109945913,60,0.887567019476025,2
syn_000,SA,201715,30.0,31.250453233718872,31.250779151916504,60,0.743732006559163,0.7437570109835056,54,99.96719603876622,99.59036971179992,23,0.7359893255942691,2
syn_000,H0,301618,30.0,30.09760570526123,30.097910404205322,60,0.8945731942178591,0.8945811959227555,20,99.84206712991741,99.98744322884316,26,0.8638560905678638,3
syn_000,A1,301635,30.0,30.450774431228638,94.18317222595215,60,0.7611101814296737,0.7611311874406289,46,99.82838093163127,99.5705235489963,85,2.7913904190505145,3
syn_000,A2,301649,30.0,30.101569652557373,98.62230205535889,60,0.7835063287727876,0.7835293364360427,50,99.83494666203647,99.39872782233493,88,2.9234355887658396,3
syn_000,A3,301665,30.0,30.416274070739746,99.41361856460571,60,0.764531388155045,0.7645603910885388,62,99.77537818347761,99.93127242992166,88,2.8931880280713087,3
syn_000,RS,301679,30.0,33.73112511634827,33.731340646743774,60,0.7591558546057429,0.7591783635466459,49,99.1100066622465,99.99590303013358,32,0.9486787022259968,3
syn_000,PSO,301618,30.0,67.24305582046509,67.243328332901,60,0.7385106386044316,0.7385336424798762,50,99.64019733554115,99.97225820562747,61,0.9071568692961595,3
syn_000,GA,301697,30.0,65.35410213470459,65.35436153411865,60,0.7539882276009651,0.7540107296637241,49,99.814278644522,99.97944545250104,60,0.9180755000861464,3
syn_000,SA,301715,30.0,30.87722945213318,30.87749481201172,60,0.7180088783862932,0.7180353882340293,57,99.62144579069096,99.39378059125859,32,1.0363624122950337,3
syn_000,H0,401618,30.0,30.08452582359314,30.084816217422485,60,0.7909932797795105,0.7910002936228269,18,99.38809373717461,99.22757463766153,31,1.0304300683273167,4
syn_000,A1,401635,30.0,30.688830852508545,1159.0975556373596,60,0.7779402831079529,0.7779667863826516,57,99.75677351430886,99.91575661567194,86,2.8023224610060455,4
syn_000,A2,401649,30.0,31.0531964302063,99.64129829406738,60,0.7617603141528013,0.7617823180930033,48,99.82183622234479,99.78414357902804,88,2.8338467570571892,4
syn_000,A3,401665,30.0,30.38014841079712,99.84293913841248,60,0.7868277094073193,0.7868527135564249,54,99.99218490065759,99.59290453192519,85,2.797879682832325,4
syn_000,RS,401679,30.0,35.68196940422058,35.6822350025177,60,0.7571760739156822,0.7571995766423438,51,99.73419434702335,99.99313948798208,32,0.8968114858653216,4
syn_000,PSO,401618,30.0,68.96798586845398,68.96825432777405,60,0.7851489478979056,0.785172953446682,52,99.7496446784614,99.69547767844787,61,0.8844683403738699,4
syn_000,GA,401697,30.0,70.46586203575134,70.46619129180908,60,0.7625710292857146,0.7625940323846002,50,99.94289801164169,99.7472134295512,60,0.8514761370485837,4
syn_000,SA,401715,30.0,30.85660433769226,30.856961727142334,60,0.713235421136374,0.7132589222196861,51,99.9930078099708,99.89866097651692,35,1.134279054719137,4
syn_001,H0,6182,30.0,31.087444067001343,31.087780475616455,60,0.8713647020023528,0.8713727035990605,20,99.85005992559061,99.99026930810412,32,1.0293544857220127,0
syn_001,A1,6199,30.0,30.4063937664032,92.9941816329956,60,0.7565699947926071,0.7565919964410918,48,99.88780270070367,99.94734884543311,89,2.9270159652519654,0
syn_001,A2,6213,30.0,30.24331760406494,94.61782455444336,60,0.7621100988784578,0.7621316080961262,47,99.74942929866668,99.32880385705964,89,2.942798841223613,0
syn_001,A3,6229,30.0,30.451733350753784,93.9619472026825,60,0.7705303029821864,0.7705548062663088,53,99.73671441857239,99.93487334738558,86,2.8241413718365957,0
syn_001,RS,6243,30.0,33.15153455734253,33.15169882774353,60,0.8128837179740205,0.8129057252656494,48,99.58258722268496,99.68824988750909,32,0.9652645172322051,0
syn_001,PSO,6182,30.0,62.28895592689514,62.28925967216492,60,0.738906644690682,0.7389296503452888,50,99.9870609407987,99.44747838510162,61,0.9793068304370375,0
syn_001,GA,6261,30.0,66.98502445220947,66.98528027534485,60,0.757808814336858,0.7578313187444535,49,99.71082464392589,99.84841580650021,60,0.8957225960678279,0
syn_001,SA,6279,30.0,30.3027560710907,30.303028106689453,60,0.6928174279723566,0.6928449298879928,59,99.8165372434397,99.99189913198617,22,0.7260065701082663,0
syn_001,H0,106182,30.0,30.16371726989746,30.164005994796753,60,0.8865983510598461,0.886606864005182,21,99.9149981680434,98.79046825200248,30,0.9945723775212266,1
syn_001,A1,106199,30.0,30.14831018447876,90.40414428710938,60,0.7592616276943173,0.7592836301415304,48,99.90521876918055,99.85005992559061,91,3.0184112954645625,1
syn_001,A2,106213,30.0,30.04719114303589,90.82243847846985,60,0.7663481931814523,0.7663672028105933,42,99.64470407363285,99.3923818259083,87,2.895445354138009,1
syn_001,A3,106229,30.0,30.9079692363739,92.22508502006531,60,0.7814964561121482,0.7815179570636435,47,99.98874498669672,99.91610549153776,90,2.911870375944464,1
syn_001,RS,106243,30.0,30.392728805541992,30.39298987388611,60,0.7918448009632282,0.7918658055026249,46,99.59996704507223,99.946093286695,32,1.0528834118430632,1
syn_001,PSO,106182,30.0,59.68954420089722,59.68980884552002,60,0.7734889375588875,0.7735139465855375,54,99.29092151592202,99.80641347555307,61,1.0219545284965181,1
syn_001,GA,106261,30.0,57.56828808784485,57.56857967376709,60,0.761877655319079,0.7618966627968035,42,99.94985059168889,99.30237696581443,60,1.042240476361648,1
syn_001,SA,106279,30.0,30.50413703918457,30.50439691543579,60,0.679497288330391,0.679521806438908,53,99.5399938886042,98.64915441074494,52,1.7046868079959967,1
syn_001,H0,206182,30.0,31.027530431747437,31.027767181396484,60,0.8503016557623767,0.8503091776172974,19,98.08130603123897,99.73320189199517,30,0.9668832672968369,2
syn_001,A1,206199,30.0,30.593240976333618,90.97752618789673,60,0.7642976948579068,0.7643171978621589,43,99.72172248618139,99.97785229650887,89,2.909139311812331,2
syn_001,A2,206213,30.0,31.072850942611694,93.4928925037384,60,0.7707404756235509,0.7707619807230645,47,99.72291486737821,99.76713376124208,90,2.8964191334171616,2
syn_001,A3,206229,30.0,30.841081619262695,90.51483201980591,60,0.7771706439831565,0.777193148623873,49,99.67053808460007,99.86539025608259,90,2.91818559125332,2
syn_001,RS,206243,30.0,33.71033716201782,33.710588455200195,60,0.7565600234401774,0.7565860273908066,56,99.99507076466966,99.60986631091106,32,0.9492637183129424,2
syn_001,PSO,206182,30.0,64.16719460487366,64.1674656867981,60,0.7681705641860151,0.7681930699857867,49,99.47660942592987,99.94341341408128,61,0.9506415291431005,2
syn_001,GA,206261,30.0,62.45638942718506,62.456746101379395,60,0.7548294324532295,0.7548474468920444,40,99.30659557774985,99.24952293138804,60,0.9606703261313425,2
syn_001,SA,206279,30.0,30.783930778503418,30.78430676460266,60,0.660349639290923,0.6603741424626468,53,99.97021311194653,99.71261451864356,25,0.8121120132409352,2
syn_001,H0,306182,30.0,30.558400869369507,30.55870532989502,60,0.8633588348558354,0.8633668398611138,20,99.71544923249802,99.78402292009235,27,0.8835540876441508,3
syn_001,A1,306199,30.0,30.049264669418335,91.37935066223145,60,0.7520559080227219,0.7520819092120993,56,99.9389956049121,99.94206666968152,88,2.928524240713256,3
syn_001,A2,306213,30.0,30.72266125679016,90.32315492630005,60,0.7993443514560532,0.7993648586666083,45,99.85005992559061,99.42888457243606,88,2.864335197542521,3
syn_001,A3,306229,30.0,30.34152841567993,98.04271793365479,60,0.7645388169701129,0.7645643253570615,55,99.68952148049227,99.47178364981934,90,2.966231587512569,3
syn_001,RS,306243,30.0,33.81683874130249,33.81707525253296,60,0.7253250640787796,0.7253530668900511,60,99.7448819072503,99.97399093964097,32,0.9462741400755631,3
syn_001,PSO,306182,30.0,65.31098532676697,65.31125020980835,60,0.7536696408510023,0.7536941500815978,53,99.18328235708574,99.89365809608496,61,0.9339929522545396,3
syn_001,GA,306261,30.0,60.341679096221924,60.34192228317261,60,0.7736039238305243,0.77362742612676,51,99.9467811004517,99.82359533155767,60,0.9943375938266968,3
syn_001,SA,306279,30.0,30.374236822128296,30.3745219707489,60,0.6521294181311651,0.6521554212579426,56,99.98487603205574,99.70244622540841,36,1.1852149639451421,3
syn_001,H0,406182,30.0,31.094233989715576,31.09447932243347,60,0.865186044940676,0.865194545670366,21,99.93137163194321,99.9956593694178,27,0.8683281925816296,4
syn_001,A1,406199,30.0,1628.3600006103516,1692.7411620616913,60,0.7529498857284036,0.752973389689791,51,99.95041361224598,99.65344765142362,72,0.04421626665664382,4
syn_001,A2,406213,30.0,30.368144989013672,96.93252182006836,60,0.784171479922896,0.7841984819535444,58,99.86161140599486,99.93532375675137,92,3.0294902778316875,4
syn_001,A3,406229,30.0,30.492804050445557,92.16345047950745,60,0.7870512477126425,0.7870807513055544,63,99.82110493925589,99.81960386372764,85,2.7875429186302725,4
syn_001,RS,406243,30.0,30.40662980079651,30.406943798065186,60,0.744490696858429,0.7445187009829214,60,99.67682528150726,99.91072546738852,32,1.052402065261496,4
syn_001,PSO,406182,30.0,72.03293180465698,72.03337955474854,60,0.7397074516507219,0.7397284546701104,46,99.9242148650756,99.77384628941999,61,0.8468348916496039,4
syn_001,GA,406261,30.0,79.02589988708496,79.02624201774597,60,0.7847201197950626,0.7847446224546268,53,99.79793273875256,99.93611083703095,60,0.7592447550199384,4
syn_001,SA,406279,30.0,31.004470109939575,31.00491738319397,60,0.7356550000068895,0.7356810046988979,56,99.70619101633355,99.8246081569927,24,0.7740819280219194,4
syn_002,H0,3366,30.0,30.869859218597412,30.870218992233276,60,0.8751076991662669,0.8751147058441018,18,99.5138682533177,99.81834825195608,18,0.5830930381812683,0
syn_002,A1,3383,30.0,30.90270709991455,130.52445459365845,60,0.7651023234629243,0.7651303266739743,60,99.94545959426013,99.73343540338864,85,2.7505680885877806,0
syn_002,A2,3397,30.0,30.564514636993408,111.06803512573242,60,0.7444856396629996,0.7445126444226711,58,99.8758011384253,99.6482317064488,82,2.6828497351877543,0
syn_002,A3,3413,30.0,31.36390447616577,105.91045188903809,60,0.8012405803232883,0.8012655909226332,54,99.58304112445101,99.35702438578818,84,2.678237974606565,0
syn_002,RS,3427,30.0,43.44103789329529,43.44132852554321,60,0.7241712345191889,0.7241952386387827,52,99.99798543376168,99.5900551832956,32,0.7366306504601009,0
syn_002,PSO,3366,30.0,86.11508655548096,86.1153917312622,60,0.7679764804145693,0.7680079890967426,67,99.52192308873848,99.60985957886601,61,0.7083543945659256,0
syn_002,GA,3445,30.0,81.26784110069275,81.26815676689148,60,0.7890451405049331,0.7890721450281247,58,99.70833388331616,99.83934695715756,60,0.7382994206239415,0
syn_002,SA,3463,30.0,30.937087535858154,30.93736505508423,60,0.6903206549398231,0.6903501573288153,63,99.86039995499203,99.90070080655566,22,0.7111205918947777,0
syn_002,H0,103366,30.0,30.555164575576782,30.555434703826904,60,0.8750678170441945,0.8750783211140383,25,99.83394767408149,99.75906793730329,23,0.7527369045292022,1
syn_002,A1,103383,30.0,31.227763652801514,111.4622585773468,60,0.7725424266730953,0.7725644274655192,48,99.98015845195914,99.94059914942031,83,2.6578912573700704,1
syn_002,A2,103397,30.0,31.414443731307983,115.47899866104126,60,0.7562579857849099,0.7562774862613802,43,99.98068682927315,99.97166613481537,82,2.610264268925376,1
syn_002,A3,103413,30.0,30.96966528892517,105.16544008255005,60,0.7604568154969821,0.7604813177089844,53,99.94997251847029,99.82882725371421,81,2.6154625580976427,1
syn_002,RS,103427,30.0,56.78246879577637,56.78284311294556,60,0.767163007520855,0.7671900130964113,58,99.92944386651791,99.5130004951478,32,0.563554221551921,1
syn_002,PSO,103366,30.0,86.26206159591675,86.26300525665283,60,0.7487087302101015,0.7487362354038555,59,99.77335981735698,99.7072647929413,61,0.7071474860610967,1
syn_002,GA,103445,30.0,82.81840682029724,82.81876277923584,60,0.7522786284725118,0.7523036305680613,54,99.84778591230553,99.94265913358598,60,0.7244766266778163,1
syn_002,SA,103463,30.0,30.33817434310913,30.338742971420288,60,0.6667574415886937,0.6667884454257237,66,99.89693464454336,99.7193623458536,15,0.4944265871228019,1
syn_002,H0,203366,30.0,31.0655357837677,31.065937519073486,60,0.8711410387797931,0.8711480435274634,18,99.9153733880117,99.60985957886601,23,0.740370298458458,2
syn_002,A1,203383,30.0,30.78597855567932,108.50987768173218,60,0.7469801338816012,0.7470041373440496,52,99.68703763597237,99.96671752221351,80,2.5985855819171872,2
syn_002,A2,203397,30.0,30.696269989013672,113.11755156517029,60,0.7637880031249022,0.7638160123136507,60,99.13461910977435,99.94650603839244,82,2.6713343357140187,2
syn_002,A3,203413,30.0,30.86567187309265,112.61572051048279,60,0.748453372653999,0.7484743826788703,46,99.7628071662314,99.234705695103,85,2.7538684513166,2
syn_002,RS,203427,30.0,43.638739585876465,43.6390700340271,60,0.7333078187245972,0.7333318219569054,52,99.9982913617444,99.67847781592316,32,0.733293406355776,2
syn_002,PSO,203366,30.0,80.6376838684082,80.63797998428345,60,0.7507175446478779,0.7507440545068762,57,99.94087055888832,99.07322960564039,61,0.7564701399353839,2
syn_002,GA,203445,30.0,83.1477062702179,83.1480302810669,60,0.7553206149047798,0.7553471206980835,57,99.7410299249028,99.67963969800043,60,0.7216073983449257,2
syn_002,SA,203463,30.0,31.08413338661194,31.08440065383911,60,0.7225256033150733,0.7225576074135106,68,99.9845161622342,99.60564010022037,23,0.7399273357225455,2
syn_002,H0,303366,30.0,30.603165864944458,30.603497982025146,60,0.8664131755970987,0.8664231773173275,24,99.95976774696173,99.86820936847167,24,0.784232589069868,3
syn_002,A1,303383,30.0,30.037222623825073,109.02507519721985,60,0.7497969363365722,0.749822443881198,55,99.94769929136434,99.29783812029292,82,2.7299461413905437,3
syn_002,A2,303397,30.0,30.126031398773193,103.87506413459778,60,0.742397084551404,0.7424220888736589,54,99.57753812130638,99.99023637597821,85,2.821480163612304,3
syn_002,A3,303413,30.0,30.06376004219055,103.50504779815674,60,0.7760012219887376,0.7760262292392478,54,99.55792797914296,99.71702100130308,85,2.8273243227298788,3
syn_002,RS,303427,30.0,38.40176057815552,38.40201258659363,60,0.7353858761545332,0.735408377887364,49,99.9978896730561,99.82882725371421,32,0.8332951280937598,3
syn_002,PSO,303366,30.0,824.3333208560944,824.3335738182068,60,0.7755358003705889,0.7755573108974361,47,99.07749886941303,99.86981640541936,61,0.07399919238573265,3
syn_002,GA,303445,30.0,78.59140253067017,78.59170198440552,60,0.755696550620013,0.7557205603635951,52,99.92610851710312,99.09953325655043,60,0.7634422858987037,3
syn_002,SA,303463,30.0,31.00176763534546,31.002108573913574,60,0.7118989868738081,0.7119279950522409,62,99.71864555033795,99.46351117684948,17,0.5483558292533652,3
syn_002,H0,403366,30.0,30.329500436782837,30.329805374145508,60,0.849821782385897,0.8498297857113858,20,99.8491028690613,99.81834825195608,21,0.692395182827731,4
syn_002,A1,403383,30.0,30.5479838848114,108.57724642753601,60,0.7749979558478317,0.7750224602646646,53,99.84332841472018,99.7149882986386,84,2.7497723030345447,4
syn_002,A2,403397,30.0,31.292956590652466,118.8065767288208,60,0.7860315039109316,0.7860510124609513,43,99.28863359938178,99.85636441863467,82,2.620397972382522,4
syn_002,A3,403413,30.0,30.315404653549194,117.97359371185303,60,0.75365920013292,0.7536832118576532,52,99.36061041426485,99.46691625552303,80,2.6389223866300577,4
syn_002,RS,403427,30.0,46.18350291252136,46.183764696121216,60,0.7618189346341417,0.761847438828977,61,99.70594377684948,99.87457270167167,32,0.6928881089988541,4
syn_002,PSO,403366,30.0,88.72347950935364,88.72386741638184,60,0.7154526944417904,0.7154762057108774,51,99.26355869398571,99.60953259536889,61,0.6875293928657193,4
syn_002,GA,403445,30.0,87.4828507900238,87.48317527770996,60,0.7954527560767338,0.7954777576693314,54,99.98154293513875,99.85919731301865,60,0.6858487058682152,4
syn_002,SA,403463,30.0,31.478853702545166,31.479223489761353,60,0.6785439456231394,0.678571950218349,60,99.60119234069218,99.93928669163193,17,0.5400450779001998,4
syn_003,H0,5532,30.0,30.67546510696411,30.675735235214233,60,0.9015124724243813,0.9015219740599772,23,99.86521388097286,99.97122653391799,26,0.8475829106205577,0
syn_003,A1,5549,30.0,30.921648263931274,118.45007419586182,60,0.7571788111198963,0.7571998171458609,46,99.53776440311923,99.85963912854464,81,2.6195240081843534,0
syn_003,A2,5563,30.0,30.498008966445923,116.3864254951477,60,0.7818281674399543,0.7818546822240465,57,99.26253957611044,99.25905120480232,81,2.655911082232176,0
syn_003,A3,5579,30.0,30.403974294662476,115.51209759712219,60,0.7543258616696625,0.7543498668446263,52,99.51127708928992,99.97122653391799,82,2.697015831065065,0
syn_003,RS,5593,30.0,40.28019189834595,40.28050875663757,60,0.7429227864729461,0.7429492918436087,57,99.53128626266738,99.93164747518307,32,0.7944351427311357,0
syn_003,PSO,5532,30.0,83.24382066726685,83.24404716491699,60,0.8139265930064798,0.8139526029225981,56,99.51678818921117,99.49159998961457,61,0.7327871247503472,0
syn_003,GA,5611,30.0,86.42096638679504,86.42114424705505,60,0.7835374004638889,0.7835659033521232,61,99.97122653391799,99.7399500392027,60,0.694275966915916,0
syn_003,SA,5629,30.0,30.1226806640625,30.122994899749756,60,0.7166468650856901,0.7166733701389804,57,99.99167896579016,99.50299200553779,20,0.6639515328348834,0
syn_003,H0,105532,30.0,31.056084871292114,31.056556940078735,60,0.8766160324263362,0.8766255358234946,23,99.97122653391799,99.6890576366028,24,0.772795415116389,1
syn_003,A1,105549,30.0,30.67635202407837,111.37624478340149,60,0.7595938331268799,0.7596218409910988,60,99.82823005595047,99.38534805650096,86,2.803462417320586,1
syn_003,A2,105563,30.0,30.564067363739014,103.67111277580261,60,0.7705307988925068,0.7705573024620261,57,99.93324755575713,99.70980050121086,84,2.748325312869091,1
syn_003,A3,105579,30.0,31.0051851272583,106.4544267654419,60,0.7925232192870031,0.7925472211498746,52,99.87674072296515,99.93697211487284,82,2.6447189288964914,1
