instance,variant,V_mean,V_std,V_best,placed_mean,placed_std,time_mean,time_std,evalsps_mean
syn_000,A1,0.7807703079858144,0.012122427847592068,0.7922279761744143,51.2,4.32434966208793,311.43626990318296,473.8726941119054,2.818262879785861
syn_000,A2,0.7696389636104265,0.01141702506093715,0.7835063287727876,52.0,3.1622776601683795,100.33010673522949,2.4106725524692365,2.8186687122839658
syn_000,A3,0.7603280132288175,0.016181453256946567,0.7868277094073193,55.8,4.919349550499537,99.97758374214172,6.270934762001096,2.820346793761927
syn_000,GA,0.7563173883608729,0.010151540230988737,0.7648438027448964,49.8,2.8635642126552705,66.92743391990662,2.884068314691563,0.8978455663949164
syn_000,H0,0.8705194458098864,0.05693172924208692,0.9373122024326637,20.4,1.8165902124584947,30.566073751449586,0.44028667901384966,0.9422842084381925
syn_000,PSO,0.7636004772738902,0.02188861284441435,0.7851489478979056,51.8,9.257429448826493,69.46935606002808,4.68980824175566,0.8811677095778713
syn_000,RS,0.7594887472466844,0.0154754483223562,0.7851327537737152,52.4,3.4351128074635335,34.83083200454712,0.7512748192945249,0.9190792596983496
syn_000,SA,0.724497575111101,0.012561422926792824,0.743732006559163,55.0,5.244044240850758,30.81482939720154,0.29246157309283627,0.8497760882309053
syn_001,A1,0.7570270222191914,0.004984978300763491,0.7642976948579068,49.2,4.764451699828638,411.6992729663849,716.124833400803,2.365461415979752
syn_001,A2,0.776542919812482,0.015198744554364832,0.7993443514560532,47.8,6.058052492344385,93.237766456604,2.736313051522313,2.9256977608305985
syn_001,A3,0.7761574935520492,0.008872200881839043,0.7870512477126425,53.4,6.228964600958975,93.38160653114319,2.8767428227181724,2.881594369035444
syn_001,GA,0.7665679891469507,0.01240484090949968,0.7847201197950626,47.0,5.70087712549569,65.27575407028198,8.421526551784883,0.9304431494814907
syn_001,H0,0.8673619177242173,0.013208655140487347,0.8865983510598461,20.2,0.8366600265340757,30.786547660827637,0.41328568440538394,0.9485384821531714
syn_001,PSO,0.7547886477874618,0.015887960849633464,0.7734889375588875,50.4,3.209361307176242,64.69823279380799,4.619235435256661,0.94654614639616
syn_001,RS,0.7662208606629269,0.03560901059428502,0.8128837179740205,54.0,6.6332495807108,32.295859241485594,1.7490662995117663,0.993217570545054
syn_001,SA,0.684089754746345,0.03294424739197343,0.7356550000068895,55.4,2.5099800796022267,30.594234228134155,0.2940805361353033,1.040420456662452
syn_002,A1,0.7618839552404049,0.012885629944879797,0.7749979558478317,53.6,4.39317652729776,113.61978249549865,9.527230454898922,2.697352674460025
syn_002,A2,0.7585920434070295,0.017653874461738696,0.7860315039109316,51.6,8.142481194328914,112.4692452430725,5.600536264562159,2.681265295164395
syn_002,A3,0.7679622381191853,0.021293058831585672,0.8012405803232883,51.8,3.3466401061363023,109.03405079841613,6.083516224642918,2.702763138676149
syn_002,GA,0.7695587381157943,0.020878856699164543,0.7954527560767338,55.0,2.4494897427831783,82.66196541786194,3.2409356654261368,0.7267348874827204
syn_002,H0,0.86751030259465,0.010513160079060608,0.8751076991662669,21.0,3.3166247903554,30.684978914260864,0.2867980271205849,0.7105656026133056
syn_002,PSO,0.7516782500169856,0.023220932918321273,0.7755358003705889,56.2,7.694153624668538,233.21476364135742,330.4586911614784,0.5867001211627716
syn_002,RS,0.7443693743106632,0.018941112510516868,0.767163007520855,54.4,4.929503017546495,45.689803791046145,6.813086110097254,0.7119323030920823
syn_002,SA,0.6940093264681075,0.02306874252342551,0.7225256033150733,63.8,3.193743884534262,30.968368148803712,0.41017197421070173,0.6067750843787381
syn_003,A1,0.7741336527141116,0.014909862760844581,0.7903613037903903,51.8,6.723094525588644,113.84462418556214,3.306029021175491,2.71504759945113
syn_003,A2,0.7618293620659593,0.01792144396512897,0.7818281674399543,54.0,3.9370039370059056,112.94211320877075,5.7091962231343905,2.6882211514462466
syn_003,A3,0.7745687332464006,0.01521841505094533,0.7925232192870031,54.4,3.361547262794322,115.133460855484,6.444810053105271,2.653560838787764
syn_003,GA,0.7622230029409404,0.030745497219488452,0.8056967109422041,56.4,3.2093613071762435,83.1570737361908,3.8052968109422647,0.7227666818720623
syn_003,H0,0.9004995241799871,0.015570857764651641,0.9179579123769179,22.2,1.9235384061671348,30.53830647468567,0.34338376016281896,0.7858182598019855
syn_003,PSO,0.7738498939350631,0.023274527305065514,0.8139265930064798,54.6,3.847076812334269,84.62637057304383,1.6463759676974579,0.7210353714769596
syn_003,RS,0.7494581895978343,0.021191297608357803,0.7775225313268496,53.4,6.6558245169174945,44.90630421638489,3.1297744276664403,0.715453338405043
syn_003,SA,0.6829566597419123,0.04652217222434569,0.7166468650856901,61.2,2.4899799195977455,30.778560733795167,0.6603614450536177,0.6637257777241418
syn_004,A1,0.7767907717917966,0.01410881313660925,0.7903221378161553,53.2,5.848076606885377,101.32519698143005,4.425684172868016,2.86166889705357
syn_004,A2,0.7673007741878917,0.005531684925963249,0.7754553412383458,52.8,4.08656334834051,96.67624154090882,2.5923032135033544,2.870066775127655
syn_004,A3,0.7778041208107382,0.00988354326747804,0.7888796735093643,54.2,2.387467277262664,95.95486526489258,2.721899030795683,2.8657506444818175
syn_004,GA,0.7659702924496811,0.016364248173130137,0.783092033973069,52.4,3.7815340802378077,71.22676386833191,5.151289326133384,0.8456318491742811
syn_004,H0,0.9047330850514441,0.023384846412508077,0.9401111587759173,23.8,4.658325879540846,30.794328355789183,0.38149244085519046,0.8572780356623733
syn_004,PSO,0.7655173924299694,0.010044807217979696,0.7801032524177417,59.8,2.9495762407505257,70.92293200492858,1.8114032997506055,0.8605461935139331
syn_004,RS,0.7711318238953384,0.01625003873988605,0.7952228500709375,57.2,8.67179335547152,36.76617641448975,1.222975594512145,0.8711481575841382
syn_004,SA,0.6935007406020169,0.029305723924812906,0.7288287439890265,59.2,5.21536192416212,30.354209327697752,0.2881595729340029,0.7780587569175835
syn_005,A1,0.7668749591582504,0.017420919931529825,0.7964618315999918,57.8,4.147288270665544,99.81617298126221,3.4757836914080507,2.8385914302286674
syn_005,A2,0.7660755019735073,0.011425620206546952,0.7841316969401906,57.8,2.6832815729997477,99.91359977722168,4.1057950751506835,2.8263869139308775
syn_005,A3,0.7746526787454616,0.019666674757000263,0.802720117935903,54.4,8.734987120768983,98.8549967765808,3.149550209922421,2.8613467806341992
syn_005,GA,0.7710397630304591,0.020026438022225316,0.79119054922741,55.0,7.035623639735144,342.93501377105713,609.0908368709114,0.6904123365980727
syn_005,H0,0.8564591697171207,0.027337075138735324,0.8870526604056832,25.0,2.9154759474226504,30.42100782394409,0.39994538015324876,0.8551607830876694
syn_005,PSO,0.7678282842086264,0.020124011215657957,0.7988988757839447,57.0,4.301162633521313,71.49068231582642,3.19031538099425,0.8546115805322559
syn_005,RS,0.7502394151545358,0.011368455479211594,0.7578999224827387,60.8,4.147288270665545,37.19464664459228,3.330490857780011,0.865657967617133
syn_005,SA,0.6859965609512892,0.028770050728225454,0.7140052863056929,59.4,5.128352561983234,30.8913516998291,0.2964830819915597,0.8102065778247715
syn_006,A1,0.7615639081769132,0.0027482382124736633,0.7644499841712732,46.6,2.408318915758459,87.96335639953614,1.7972737720668792,2.977589317310543
syn_006,A2,0.7511147477655927,0.011783821362609314,0.7640039958230873,49.4,3.1304951684997064,90.75131063461303,1.2901319207163446,3.002344460219553
syn_006,A3,0.7691025626154891,0.00785746292454761,0.7761682032595977,50.8,2.16794833886788,85.97518768310547,3.801615666892287,2.9979805811526807
syn_006,GA,0.7663699225440439,0.012039879091244463,0.779280102489997,50.6,5.224940191045253,59.24794030189514,3.3350334818501657,1.0154289780632637
syn_006,H0,0.8860272020347578,0.01883938470825706,0.9093555377499111,20.2,2.04939015319192,30.37265419960022,0.17123106137515465,1.0470798478557752
syn_006,PSO,0.7735770201879862,0.009011923612199954,0.783559844168661,46.8,2.1679483388678804,59.40417008399963,1.6554074084842476,1.0275077724030786
syn_006,RS,0.7806905433606841,0.026456835682697265,0.8041297103047332,46.8,2.7748873851023212,53.85654058456421,12.724910105057429,1.065919745848704
syn_006,SA,0.7184398312989412,0.051658844734769366,0.7743057370712283,50.8,4.207136793592525,30.530030822753908,0.28623079292498527,1.3368624958187794
syn_007,A1,0.779524301219502,0.013633390245700762,0.7958028227666893,49.4,3.209361307176242,7354.956979513168,16268.4158389982,3.1302289176629836
syn_007,A2,0.7977770091798153,0.014152343831913295,0.8209926418535309,43.4,2.5099800796022267,82.53985900878907,1.8998178640254584,3.192245241843067
syn_007,A3,0.7773467395592815,0.01657851471406966,0.8028560115510555,51.8,2.6832815729997463,110.81627421379089,63.57987044651504,3.100077573011849
syn_007,GA,0.7863075813187095,0.01425482771892071,0.803849729469179,50.4,2.6076809620810586,50.6637321472168,1.9060171826001544,1.1856129493075032
syn_007,H0,0.9150804923813223,0.01693658823494247,0.9361894857744948,20.6,2.5099800796022262,30.79902377128601,0.2461736361216921,1.2274858522883476
syn_007,PSO,0.7635110330481488,0.01042391416539308,0.7736878451349722,49.2,4.32434966208793,54.077871036529544,3.350247143222029,1.131268712223331
syn_007,RS,0.7803591925448703,0.02867628406036471,0.8302659841574207,49.6,3.209361307176243,42.68986611366272,11.33894117620861,1.1775557389784113
syn_007,SA,0.7205028669628261,0.033807055912623195,0.7542857821481295,55.2,6.180614856144977,30.411775159835816,0.5303354170912178,1.113420919750454
syn_008,A1,0.7702982044728299,0.012060037276497796,0.7908436442354262,47.6,4.33589667773576,87.49728207588196,2.697583527680571,3.067141704320147
syn_008,A2,0.7693472329521802,0.03463331560580634,0.8252484007809743,47.4,7.569676347110224,90.32510204315186,4.448373191221681,2.983388235701067
syn_008,A3,0.7622532913728621,0.01706972503491987,0.78012082414869,47.2,5.890670590009257,87.80655088424683,1.7149617133482007,3.0736117860878043
syn_008,GA,0.7666261424775292,0.013564049085195786,0.7844457569166008,47.6,2.7928480087537886,56.368363332748416,3.037406462747918,1.0668286379569234
syn_008,H0,0.8926807736976101,0.024964154525062083,0.9249992748486074,20.4,2.4083189157584592,30.36978621482849,0.14908385802828372,1.0602420318228611
syn_008,PSO,0.7623426940458428,0.013077001029920834,0.7759001919501826,48.4,5.079370039680117,58.534487295150754,1.8612144430068203,1.04299128764756
syn_008,RS,0.7564899973809143,0.014414987316348256,0.7707185218514764,47.8,3.0331501776206204,42.40332155227661,14.169263773954864,1.0413186595939024
syn_008,SA,0.7226250138824157,0.04383232688214415,0.7619957200332301,49.4,2.8809720581775866,30.540343379974367,0.3127098863660899,1.0815700161797097
syn_009,A1,0.7674049535128953,0.017696690650792372,0.7914356077022439,52.6,1.9493588689617931,106.08103618621826,3.7605429690593906,2.780910423324946
syn_009,A2,0.7870609737902852,0.014494864170549,0.8075457832374288,49.0,7.245688373094719,102.3403389453888,4.264080684734914,2.801954799118044
syn_009,A3,0.7686505615259513,0.02124223980548409,0.7952615564572,51.4,4.505552130427524,104.45662808418274,1.8404445576128914,2.7640343211803233
syn_009,GA,0.768350256187826,0.02085215955407892,0.7906301347942264,51.4,3.1304951684997064,71.29921112060546,1.2253270147320796,0.8417269290482379
syn_009,H0,0.9015844468668354,0.01628044267358336,0.929037424515903,19.8,3.7013511046643495,30.322314453125,0.12421682378013867,0.877324147226514
syn_009,PSO,0.7748810364882754,0.020905298217435846,0.8080897809322778,55.6,6.8044103344816005,73.71621341705323,1.2013693366889513,0.8276758888606475
syn_009,RS,0.7620472061350224,0.01707881939864616,0.7850063699881591,51.8,5.674504383644442,38.667005157470705,2.2996294282990406,0.8299625634182703
syn_009,SA,0.7252856434143846,0.029335749231750894,0.7548495325767188,54.4,5.683308895353129,30.429397344589233,0.38992688411620463,0.9873678512376987
